,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
11502,0,24,170.0,70.0,12.0,98.0,39.9
29941,0,52,164.0,63.0,23.0,101.0,40.9
73778,1,32,186.0,82.0,8.0,87.0,39.5
33881,0,38,159.0,57.0,3.0,82.0,38.7
29795,1,41,192.0,87.0,17.0,92.0,40.1
50332,0,54,154.0,51.0,11.0,90.0,39.9
74450,0,23,171.0,66.0,24.0,103.0,40.7
60585,1,71,172.0,75.0,13.0,88.0,40.1
61984,1,30,178.0,80.0,13.0,93.0,39.8
20840,1,64,175.0,79.0,13.0,85.0,40.3
36112,1,36,170.0,73.0,26.0,101.0,40.4
69310,1,51,194.0,98.0,4.0,89.0,38.9
44147,0,32,162.0,64.0,13.0,92.0,39.9
26152,1,28,173.0,79.0,26.0,108.0,40.8
44895,1,78,161.0,60.0,21.0,96.0,40.8
7721,0,45,162.0,58.0,20.0,96.0,40.7
49326,1,70,193.0,91.0,22.0,108.0,40.9
54347,0,35,169.0,66.0,23.0,105.0,40.6
37031,0,71,162.0,66.0,10.0,86.0,39.9
34804,1,21,201.0,103.0,20.0,98.0,40.6
11928,1,32,187.0,88.0,15.0,95.0,40.2
52507,1,57,188.0,90.0,11.0,90.0,39.9
37816,1,27,185.0,90.0,4.0,88.0,38.6
29658,1,44,181.0,82.0,29.0,111.0,41.2
63236,1,42,180.0,76.0,11.0,93.0,40.1
26349,1,35,191.0,96.0,25.0,109.0,40.7
27191,0,21,158.0,58.0,11.0,90.0,39.9
43404,0,22,179.0,70.0,10.0,89.0,39.8
66930,0,56,168.0,65.0,5.0,81.0,39.2
56758,1,70,176.0,79.0,15.0,96.0,40.4
58371,1,36,188.0,93.0,23.0,105.0,40.4
47197,1,51,191.0,88.0,29.0,101.0,41.1
49843,1,43,198.0,101.0,11.0,92.0,40.4
61011,0,26,160.0,64.0,15.0,88.0,40.0
13922,1,20,173.0,74.0,15.0,96.0,40.1
7617,0,72,170.0,69.0,13.0,102.0,40.1
60159,1,46,189.0,93.0,2.0,91.0,38.1
26095,1,38,192.0,94.0,21.0,100.0,40.6
7388,1,51,188.0,93.0,22.0,102.0,40.7
32033,1,21,179.0,83.0,21.0,104.0,40.4
32358,1,41,178.0,79.0,11.0,85.0,39.9
22714,0,45,158.0,58.0,5.0,88.0,39.0
24810,1,44,176.0,76.0,27.0,107.0,40.6
33006,0,24,160.0,70.0,3.0,86.0,38.5
37107,0,39,179.0,75.0,4.0,76.0,38.9
42390,1,36,169.0,72.0,8.0,88.0,39.5
32690,0,25,176.0,70.0,13.0,95.0,40.1
37326,1,50,190.0,93.0,7.0,89.0,39.2
14423,1,52,190.0,96.0,10.0,93.0,39.8
71967,1,32,176.0,70.0,21.0,106.0,40.7
49765,1,41,172.0,81.0,26.0,107.0,40.7
47230,0,24,157.0,51.0,29.0,103.0,40.6
30032,1,50,196.0,99.0,27.0,102.0,40.7
48160,0,24,167.0,63.0,14.0,94.0,40.1
19705,1,68,187.0,94.0,28.0,105.0,41.0
29428,1,30,200.0,104.0,22.0,103.0,40.2
45383,0,63,161.0,63.0,25.0,105.0,40.9
67932,0,22,150.0,52.0,4.0,86.0,39.5
60118,0,56,161.0,61.0,8.0,89.0,39.7
30754,0,23,166.0,62.0,12.0,95.0,40.1
56814,1,42,193.0,92.0,19.0,94.0,40.8
39175,1,58,187.0,82.0,29.0,106.0,40.8
31347,1,52,171.0,71.0,29.0,98.0,40.9
22287,0,21,155.0,53.0,5.0,84.0,39.1
17285,0,34,170.0,73.0,15.0,101.0,40.0
34966,0,53,165.0,66.0,15.0,101.0,40.2
64011,0,41,170.0,71.0,30.0,111.0,41.1
50987,1,24,183.0,84.0,22.0,98.0,40.5
66106,0,33,174.0,70.0,23.0,98.0,40.6
72477,1,62,190.0,95.0,19.0,96.0,40.3
48153,0,53,172.0,70.0,23.0,104.0,40.4
50732,0,26,171.0,66.0,22.0,98.0,40.7
51639,0,60,164.0,62.0,4.0,79.0,39.2
69192,1,54,183.0,88.0,16.0,98.0,40.3
28575,0,26,168.0,65.0,2.0,81.0,38.5
26430,0,40,165.0,65.0,8.0,79.0,39.7
32552,1,27,199.0,91.0,4.0,90.0,38.2
33110,1,67,186.0,87.0,8.0,90.0,39.6
45384,1,28,176.0,79.0,12.0,96.0,39.9
37793,0,20,167.0,67.0,10.0,94.0,39.8
30679,0,32,152.0,49.0,12.0,96.0,40.2
39337,1,62,185.0,87.0,27.0,104.0,40.9
11368,1,46,174.0,82.0,21.0,107.0,41.0
54582,1,79,192.0,102.0,4.0,82.0,38.9
13478,0,32,165.0,60.0,20.0,101.0,40.6
61946,0,58,157.0,61.0,7.0,85.0,39.5
7685,0,23,176.0,73.0,2.0,84.0,38.0
15283,1,31,164.0,71.0,9.0,93.0,39.7
46208,0,64,154.0,56.0,12.0,91.0,40.2
41212,0,26,163.0,62.0,17.0,92.0,40.0
69522,1,35,179.0,84.0,3.0,86.0,38.6
20033,0,37,173.0,68.0,15.0,91.0,40.2
62889,0,40,151.0,54.0,28.0,107.0,40.5
40103,1,22,172.0,74.0,25.0,105.0,40.8
25644,1,42,202.0,99.0,21.0,105.0,40.4
56787,1,39,180.0,82.0,20.0,98.0,40.5
41518,1,32,195.0,98.0,17.0,96.0,40.1
9782,0,72,177.0,76.0,13.0,95.0,40.3
21827,0,34,178.0,75.0,20.0,100.0,40.5
32397,0,56,173.0,69.0,17.0,95.0,40.1
27661,0,20,178.0,75.0,14.0,87.0,40.2
54806,0,60,157.0,59.0,14.0,87.0,40.7
63448,1,52,193.0,96.0,8.0,91.0,39.9
70745,0,22,160.0,56.0,22.0,102.0,40.7
11551,0,60,159.0,55.0,30.0,118.0,41.2
40016,0,21,167.0,64.0,13.0,92.0,40.4
66913,0,40,173.0,71.0,28.0,102.0,40.8
8467,1,30,199.0,96.0,18.0,95.0,40.2
61959,0,20,165.0,64.0,28.0,109.0,41.0
62959,1,21,172.0,73.0,17.0,98.0,40.5
41976,0,50,162.0,59.0,14.0,99.0,40.4
39735,1,31,185.0,91.0,29.0,111.0,40.9
34045,0,33,165.0,64.0,10.0,90.0,39.9
73984,0,47,161.0,59.0,16.0,86.0,40.4
2584,0,54,157.0,64.0,18.0,99.0,40.5
63676,0,28,154.0,59.0,3.0,73.0,38.8
35874,1,32,183.0,91.0,8.0,91.0,39.4
46363,1,28,187.0,86.0,19.0,100.0,40.6
67036,1,57,169.0,72.0,19.0,100.0,40.6
64332,0,52,158.0,58.0,20.0,97.0,40.7
69646,1,46,187.0,91.0,17.0,100.0,40.1
11678,1,29,186.0,87.0,10.0,96.0,39.9
4907,1,61,177.0,79.0,5.0,82.0,39.0
65261,0,50,172.0,70.0,18.0,93.0,40.4
72052,0,51,162.0,63.0,12.0,87.0,40.3
59009,1,39,191.0,90.0,17.0,90.0,40.3
28455,1,32,182.0,83.0,9.0,88.0,39.9
40246,1,38,176.0,79.0,23.0,104.0,40.7
40162,1,62,185.0,90.0,24.0,111.0,40.9
29248,1,37,193.0,97.0,4.0,86.0,39.1
65345,0,27,162.0,58.0,18.0,105.0,40.1
17406,0,21,168.0,66.0,23.0,103.0,40.5
4167,0,59,177.0,72.0,14.0,94.0,40.2
27612,1,20,188.0,89.0,21.0,99.0,40.6
17795,0,71,158.0,59.0,11.0,100.0,40.0
1514,0,64,152.0,56.0,2.0,84.0,37.8
34108,0,71,170.0,74.0,6.0,74.0,39.2
63005,1,37,187.0,86.0,21.0,99.0,40.7
46977,0,41,172.0,66.0,5.0,83.0,39.1
4526,0,75,163.0,65.0,18.0,98.0,40.7
68023,1,45,183.0,85.0,3.0,81.0,37.9
28094,0,54,167.0,63.0,6.0,87.0,39.1
70549,1,26,185.0,85.0,25.0,109.0,40.9
51810,0,21,169.0,64.0,14.0,95.0,40.3
59142,0,32,166.0,64.0,19.0,90.0,40.2
45982,0,65,147.0,51.0,22.0,93.0,40.9
55843,0,24,165.0,68.0,4.0,83.0,39.0
34336,0,59,153.0,61.0,9.0,101.0,39.8
12574,0,57,159.0,60.0,27.0,107.0,40.6
41909,1,52,191.0,95.0,22.0,98.0,40.5
20555,0,70,168.0,66.0,29.0,107.0,40.8
8165,1,71,191.0,99.0,6.0,90.0,39.4
62481,0,39,176.0,68.0,4.0,80.0,38.9
65735,0,28,149.0,52.0,9.0,91.0,39.8
31908,0,20,161.0,60.0,11.0,91.0,39.8
44256,1,26,192.0,93.0,2.0,81.0,38.6
51648,1,20,186.0,82.0,11.0,91.0,39.7
18968,1,45,191.0,96.0,2.0,79.0,38.4
32614,1,41,182.0,86.0,13.0,90.0,39.9
51050,1,32,190.0,87.0,3.0,82.0,38.3
20674,1,70,181.0,79.0,8.0,97.0,39.4
15653,0,35,161.0,56.0,4.0,81.0,38.7
45521,0,23,173.0,69.0,28.0,109.0,40.9
14803,1,58,195.0,97.0,5.0,82.0,38.8
40505,0,71,159.0,64.0,28.0,113.0,40.9
8835,0,33,170.0,70.0,20.0,101.0,40.8
23277,1,49,186.0,91.0,2.0,81.0,38.8
69731,1,40,203.0,102.0,4.0,89.0,39.0
2239,1,30,177.0,83.0,24.0,101.0,40.7
2249,0,26,161.0,63.0,22.0,110.0,40.8
1412,1,28,184.0,89.0,16.0,100.0,40.2
16272,0,65,169.0,64.0,4.0,76.0,39.0
21205,0,50,167.0,66.0,25.0,103.0,40.7
5679,1,21,186.0,85.0,24.0,97.0,40.5
44202,0,45,156.0,60.0,26.0,106.0,40.7
22570,0,55,171.0,71.0,9.0,88.0,39.9
56749,0,21,169.0,64.0,27.0,107.0,40.7
31801,1,35,190.0,91.0,28.0,111.0,40.7
52601,0,24,160.0,55.0,2.0,79.0,38.3
47595,0,64,170.0,62.0,18.0,92.0,40.3
64092,0,35,159.0,59.0,8.0,96.0,39.6
60981,0,27,157.0,54.0,16.0,101.0,40.4
69916,1,61,184.0,88.0,19.0,102.0,40.8
22355,0,38,174.0,72.0,15.0,90.0,40.3
35272,1,21,163.0,69.0,4.0,85.0,38.8
52112,0,29,161.0,62.0,11.0,99.0,39.9
23255,0,65,169.0,71.0,19.0,96.0,40.6
24615,0,21,169.0,69.0,7.0,83.0,39.7
11315,1,39,169.0,69.0,14.0,91.0,40.2
15232,1,21,199.0,98.0,7.0,87.0,39.1
11641,1,33,177.0,78.0,17.0,101.0,40.4
71846,1,68,177.0,82.0,16.0,89.0,39.8
20019,1,26,179.0,79.0,8.0,89.0,39.7
19480,0,39,163.0,59.0,17.0,96.0,40.4
28733,0,34,175.0,71.0,22.0,102.0,40.6
24771,0,25,165.0,66.0,16.0,101.0,40.1
72969,1,42,182.0,88.0,23.0,99.0,40.6
14840,1,35,177.0,77.0,25.0,116.0,40.6
43503,1,25,198.0,101.0,5.0,77.0,39.5
52801,1,48,191.0,98.0,11.0,91.0,40.2
18742,1,55,181.0,81.0,15.0,95.0,40.2
24834,1,34,162.0,68.0,24.0,99.0,40.6
4514,1,61,178.0,73.0,15.0,87.0,40.5
40014,0,74,159.0,59.0,14.0,97.0,39.9
30220,1,32,189.0,92.0,2.0,85.0,38.6
37960,0,77,170.0,64.0,12.0,90.0,40.1
13268,0,42,173.0,67.0,22.0,109.0,40.3
26674,1,37,179.0,82.0,30.0,110.0,40.6
66110,1,50,179.0,80.0,25.0,100.0,40.6
17628,0,32,161.0,61.0,12.0,101.0,40.5
26048,0,38,154.0,56.0,20.0,98.0,40.3
11104,1,36,187.0,88.0,11.0,84.0,40.0
62151,1,38,184.0,91.0,17.0,96.0,40.3
56461,0,39,171.0,64.0,13.0,93.0,40.0
3362,0,50,161.0,64.0,10.0,91.0,39.7
4342,1,40,192.0,95.0,2.0,84.0,38.3
46373,1,44,172.0,81.0,11.0,88.0,40.2
17972,1,70,194.0,97.0,13.0,94.0,39.9
6898,0,34,168.0,67.0,9.0,89.0,39.9
12726,1,24,164.0,71.0,5.0,77.0,38.8
43291,1,27,181.0,89.0,13.0,99.0,40.3
40940,0,40,159.0,56.0,21.0,103.0,40.5
65558,0,25,169.0,65.0,2.0,80.0,38.6
6104,0,56,166.0,66.0,15.0,82.0,40.1
16095,1,31,178.0,79.0,22.0,104.0,40.8
19608,1,37,171.0,72.0,11.0,95.0,39.8
17755,0,35,166.0,64.0,10.0,90.0,39.6
67258,1,39,189.0,88.0,17.0,90.0,40.5
52521,0,44,164.0,66.0,17.0,99.0,40.6
55891,0,36,165.0,65.0,11.0,84.0,39.9
24106,1,21,174.0,75.0,25.0,109.0,40.9
64761,1,42,181.0,80.0,6.0,90.0,39.1
17741,1,43,183.0,89.0,9.0,79.0,39.8
74007,0,61,155.0,59.0,15.0,93.0,40.0
2525,0,39,167.0,64.0,21.0,99.0,40.9
2536,0,33,174.0,73.0,23.0,97.0,40.6
9027,0,22,175.0,74.0,21.0,102.0,40.5
13537,0,27,151.0,54.0,4.0,87.0,39.0
28998,1,29,182.0,86.0,28.0,111.0,40.9
43015,1,43,181.0,88.0,28.0,110.0,41.0
18332,0,28,160.0,56.0,29.0,107.0,40.9
46432,1,33,184.0,83.0,17.0,97.0,40.0
20464,1,47,193.0,99.0,24.0,102.0,40.7
39195,1,38,195.0,95.0,15.0,94.0,40.2
64936,0,20,163.0,61.0,3.0,85.0,39.0
10084,0,43,170.0,75.0,25.0,97.0,40.7
16440,1,35,197.0,92.0,1.0,85.0,37.5
21752,1,59,193.0,99.0,8.0,89.0,39.7
11847,0,27,163.0,58.0,9.0,94.0,39.9
60515,0,57,198.0,104.0,23.0,99.0,40.8
70815,1,24,195.0,95.0,4.0,85.0,38.7
58711,0,20,169.0,69.0,2.0,78.0,38.1
21690,1,42,182.0,81.0,15.0,93.0,40.1
2577,0,33,185.0,75.0,17.0,95.0,40.3
46842,0,24,161.0,59.0,8.0,88.0,39.9
24525,1,39,183.0,90.0,15.0,94.0,40.1
10899,1,55,183.0,85.0,19.0,103.0,40.7
27644,0,21,151.0,54.0,3.0,89.0,38.5
67621,0,48,164.0,70.0,6.0,87.0,39.4
45140,0,25,161.0,60.0,17.0,104.0,39.9
17879,1,47,194.0,97.0,7.0,86.0,39.3
30513,0,28,173.0,69.0,9.0,84.0,39.6
12752,1,39,181.0,81.0,18.0,98.0,40.5
69028,0,25,171.0,66.0,3.0,79.0,38.7
3998,1,21,184.0,85.0,11.0,103.0,40.0
59032,1,37,193.0,98.0,8.0,90.0,39.5
74417,0,59,151.0,56.0,26.0,103.0,40.7
65046,1,33,179.0,78.0,14.0,96.0,40.2
70681,0,22,175.0,67.0,22.0,103.0,40.5
72296,1,45,196.0,99.0,25.0,112.0,40.3
4819,0,42,170.0,71.0,12.0,89.0,40.1
65057,1,50,185.0,89.0,11.0,91.0,39.7
66542,0,54,161.0,64.0,10.0,88.0,40.2
74245,1,28,180.0,82.0,28.0,107.0,40.7
31049,0,28,153.0,53.0,28.0,110.0,40.8
24229,0,58,179.0,74.0,4.0,82.0,38.8
5800,0,44,167.0,62.0,29.0,107.0,40.7
57754,0,25,174.0,71.0,27.0,109.0,40.9
38902,1,45,194.0,89.0,2.0,84.0,38.1
24189,0,23,166.0,63.0,26.0,104.0,40.6
26645,0,40,177.0,77.0,4.0,82.0,39.4
8860,0,72,153.0,56.0,15.0,101.0,40.2
50476,1,34,185.0,83.0,23.0,105.0,40.8
45567,1,28,194.0,100.0,27.0,117.0,40.9
11271,0,20,156.0,56.0,30.0,97.0,40.8
22386,1,32,163.0,63.0,20.0,104.0,39.8
26046,1,39,185.0,89.0,18.0,99.0,40.5
5198,0,51,166.0,63.0,11.0,96.0,40.2
74306,1,48,192.0,98.0,4.0,93.0,39.1
55464,1,32,195.0,91.0,8.0,92.0,39.7
8354,1,24,191.0,93.0,16.0,99.0,40.6
43256,0,49,169.0,72.0,29.0,100.0,40.8
11822,0,53,156.0,53.0,19.0,106.0,40.6
53626,0,23,164.0,59.0,5.0,74.0,39.4
14206,0,55,154.0,54.0,16.0,94.0,40.7
28411,1,32,193.0,99.0,15.0,101.0,40.1
3917,1,51,179.0,83.0,7.0,88.0,39.5
54522,0,31,167.0,67.0,10.0,92.0,40.3
69929,1,26,182.0,82.0,1.0,88.0,37.7
37465,1,45,182.0,85.0,6.0,90.0,39.2
43867,1,24,184.0,78.0,6.0,90.0,39.3
14033,0,35,166.0,64.0,7.0,88.0,39.6
7902,0,43,169.0,64.0,12.0,95.0,40.4
43841,0,51,181.0,76.0,10.0,85.0,39.9
34728,1,30,190.0,89.0,17.0,103.0,40.1
14349,1,42,179.0,79.0,21.0,107.0,40.6
34347,1,38,179.0,87.0,13.0,92.0,40.1
6326,1,21,186.0,79.0,24.0,102.0,40.9
50141,0,34,179.0,73.0,20.0,102.0,40.8
19397,1,41,171.0,75.0,17.0,95.0,40.1
2917,0,44,175.0,74.0,14.0,91.0,39.9
18613,0,34,185.0,71.0,5.0,88.0,39.2
68208,1,29,197.0,88.0,24.0,104.0,40.7
2129,1,20,196.0,92.0,20.0,91.0,40.5
72073,1,24,173.0,74.0,26.0,107.0,40.7
41934,1,48,199.0,102.0,5.0,88.0,39.1
1172,1,71,201.0,102.0,8.0,96.0,39.6
11169,1,32,201.0,101.0,24.0,109.0,40.7
5654,0,39,157.0,61.0,5.0,82.0,39.1
3779,1,30,186.0,84.0,11.0,89.0,39.7
2122,1,38,197.0,101.0,27.0,103.0,40.7
43836,1,40,172.0,77.0,6.0,88.0,39.3
10480,0,21,167.0,69.0,1.0,85.0,37.9
65141,0,28,154.0,54.0,4.0,83.0,39.5
55483,1,63,182.0,87.0,9.0,89.0,39.9
24233,0,44,164.0,61.0,21.0,106.0,40.4
70861,0,40,158.0,52.0,11.0,87.0,39.9
232,1,53,179.0,78.0,16.0,95.0,40.5
33081,1,42,181.0,83.0,7.0,89.0,39.6
43494,0,21,176.0,68.0,5.0,87.0,39.2
5961,0,37,163.0,61.0,3.0,88.0,38.7
41419,1,20,183.0,83.0,22.0,99.0,40.6
38364,1,46,181.0,79.0,12.0,94.0,40.0
13475,1,23,170.0,67.0,3.0,77.0,38.5
20841,0,60,167.0,65.0,9.0,91.0,39.7
40519,1,55,191.0,96.0,6.0,80.0,39.5
12558,1,41,184.0,87.0,29.0,108.0,40.8
4194,0,55,156.0,65.0,28.0,111.0,40.9
47041,0,75,161.0,64.0,13.0,87.0,40.1
74736,0,29,157.0,57.0,13.0,96.0,40.1
33857,0,37,160.0,54.0,23.0,104.0,40.7
29803,0,41,169.0,68.0,27.0,102.0,40.7
42234,0,48,161.0,60.0,11.0,91.0,39.8
48234,1,41,192.0,99.0,17.0,86.0,40.2
4650,1,22,185.0,85.0,24.0,93.0,40.7
40114,1,34,176.0,80.0,14.0,102.0,40.0
52639,0,35,178.0,77.0,21.0,103.0,40.6
41690,1,42,176.0,83.0,25.0,107.0,41.2
1806,1,51,189.0,98.0,18.0,100.0,40.5
34883,0,38,184.0,79.0,26.0,102.0,40.7
12650,1,45,180.0,82.0,29.0,114.0,40.9
7880,0,56,149.0,54.0,2.0,75.0,37.7
61097,0,43,168.0,66.0,16.0,95.0,40.4
61825,0,37,171.0,75.0,8.0,93.0,39.6
58316,0,22,156.0,51.0,4.0,75.0,38.8
36185,0,26,180.0,75.0,24.0,101.0,40.8
35662,1,42,191.0,90.0,14.0,90.0,40.3
6572,1,30,176.0,77.0,27.0,114.0,40.5
30992,0,71,173.0,73.0,15.0,98.0,40.0
37999,1,40,149.0,84.0,11.0,90.0,40.0
19052,1,79,197.0,103.0,21.0,99.0,40.7
15431,0,74,165.0,64.0,30.0,113.0,40.6
49661,1,57,182.0,91.0,19.0,99.0,40.4
40202,0,29,161.0,58.0,17.0,96.0,40.1
32851,0,39,163.0,56.0,6.0,85.0,39.3
40814,1,26,176.0,73.0,1.0,78.0,37.9
34821,1,34,192.0,98.0,2.0,83.0,38.8
65211,1,54,202.0,100.0,6.0,74.0,39.4
50038,0,35,169.0,66.0,17.0,90.0,40.7
15888,1,66,190.0,98.0,28.0,114.0,40.9
12749,1,40,190.0,95.0,12.0,91.0,40.2
18832,1,28,181.0,82.0,2.0,85.0,38.3
37877,0,39,160.0,58.0,23.0,100.0,40.7
58428,0,52,153.0,53.0,6.0,95.0,39.4
51661,1,25,191.0,88.0,15.0,99.0,40.3
65328,1,48,187.0,90.0,1.0,87.0,37.7
46161,1,36,201.0,103.0,12.0,93.0,40.2
43212,1,54,189.0,111.0,8.0,83.0,39.6
68386,1,64,172.0,78.0,4.0,82.0,38.6
40901,0,54,166.0,68.0,15.0,91.0,40.4
40248,1,42,191.0,96.0,2.0,81.0,38.3
69025,1,20,197.0,99.0,18.0,99.0,40.9
18103,1,59,176.0,81.0,14.0,90.0,40.3
7174,0,21,168.0,62.0,4.0,76.0,38.8
74990,0,62,168.0,72.0,10.0,77.0,39.9
37903,0,50,161.0,65.0,7.0,88.0,39.6
62720,0,23,159.0,62.0,19.0,91.0,40.6
22901,1,54,187.0,91.0,26.0,106.0,40.7
25097,0,22,164.0,59.0,11.0,89.0,39.9
23540,1,23,186.0,84.0,24.0,110.0,40.8
49823,0,24,166.0,68.0,29.0,116.0,40.7
36959,0,25,169.0,68.0,12.0,90.0,39.9
59814,0,68,161.0,61.0,14.0,96.0,40.2
26755,1,21,187.0,85.0,18.0,101.0,40.3
50923,1,55,192.0,102.0,19.0,105.0,40.4
58794,0,30,162.0,58.0,21.0,112.0,40.8
56316,0,48,169.0,71.0,20.0,103.0,40.3
19882,0,21,162.0,56.0,19.0,94.0,40.3
39784,1,40,193.0,98.0,9.0,82.0,39.6
61409,1,39,187.0,90.0,4.0,87.0,38.9
24727,1,29,187.0,88.0,11.0,92.0,40.0
5960,0,61,157.0,55.0,29.0,111.0,41.0
56771,1,47,195.0,94.0,16.0,103.0,40.5
3853,1,37,190.0,95.0,12.0,87.0,39.8
59421,1,46,185.0,85.0,26.0,107.0,40.7
47463,0,29,168.0,68.0,20.0,99.0,40.9
13405,1,43,176.0,82.0,8.0,89.0,39.7
71751,0,36,172.0,70.0,23.0,105.0,40.7
42313,1,20,182.0,79.0,25.0,101.0,40.8
723,1,20,172.0,75.0,15.0,95.0,40.3
12324,0,24,174.0,67.0,29.0,109.0,40.7
42004,1,30,185.0,80.0,5.0,82.0,38.7
45978,1,47,190.0,94.0,26.0,105.0,40.4
40650,0,22,160.0,53.0,14.0,88.0,40.2
65173,0,41,177.0,77.0,18.0,94.0,40.3
17815,1,27,180.0,87.0,4.0,83.0,38.9
39196,1,64,184.0,94.0,14.0,95.0,40.5
18679,1,54,182.0,82.0,3.0,82.0,38.6
21024,1,69,174.0,74.0,21.0,104.0,40.9
60446,0,53,173.0,69.0,30.0,117.0,41.1
65870,0,28,159.0,59.0,26.0,105.0,40.7
72873,1,35,186.0,87.0,20.0,100.0,40.5
11996,1,22,179.0,77.0,8.0,87.0,39.4
41244,1,55,176.0,80.0,26.0,99.0,41.0
5263,1,20,181.0,81.0,4.0,89.0,39.0
40709,0,64,174.0,69.0,7.0,88.0,39.9
22393,0,65,169.0,66.0,21.0,93.0,40.0
5611,1,40,173.0,73.0,21.0,104.0,40.6
29697,1,20,173.0,74.0,17.0,97.0,40.5
17183,1,59,193.0,95.0,2.0,79.0,38.0
13174,1,26,187.0,92.0,7.0,90.0,39.6
19432,1,26,180.0,83.0,24.0,95.0,40.5
55098,0,23,166.0,66.0,11.0,95.0,39.8
58515,1,39,191.0,86.0,14.0,95.0,40.5
15771,0,32,161.0,59.0,4.0,75.0,39.3
18869,1,48,201.0,104.0,20.0,99.0,40.6
55471,0,45,152.0,55.0,13.0,100.0,40.2
22643,1,51,183.0,86.0,20.0,101.0,40.8
22579,0,61,164.0,64.0,25.0,101.0,40.7
57556,1,62,190.0,98.0,26.0,108.0,40.9
66827,1,35,178.0,78.0,15.0,95.0,40.8
12723,0,29,158.0,55.0,26.0,103.0,40.7
48064,1,29,173.0,77.0,21.0,98.0,40.8
52757,0,37,166.0,62.0,29.0,108.0,40.7
4974,0,20,158.0,54.0,23.0,107.0,40.7
46709,1,36,195.0,102.0,12.0,99.0,39.7
40453,0,39,164.0,64.0,4.0,87.0,38.9
38808,1,50,176.0,82.0,17.0,103.0,40.4
61689,1,60,187.0,93.0,9.0,92.0,39.8
26052,1,22,192.0,98.0,13.0,94.0,39.9
8313,0,21,159.0,58.0,2.0,83.0,38.2
20257,1,63,190.0,95.0,27.0,115.0,41.0
6324,0,30,161.0,61.0,7.0,82.0,39.8
67634,0,45,168.0,66.0,6.0,76.0,39.1
41485,0,34,159.0,61.0,3.0,85.0,38.6
22557,1,21,173.0,73.0,5.0,86.0,39.2
66710,0,37,173.0,68.0,6.0,92.0,39.3
39546,0,39,165.0,58.0,27.0,105.0,40.8
28516,0,42,159.0,59.0,12.0,93.0,40.5
71461,0,34,173.0,63.0,26.0,110.0,40.9
7148,0,25,166.0,69.0,17.0,93.0,40.3
73759,0,65,159.0,61.0,29.0,111.0,40.8
27154,1,24,176.0,82.0,29.0,113.0,40.9
15079,1,35,191.0,93.0,24.0,113.0,40.8
9210,1,38,190.0,99.0,17.0,104.0,40.2
48220,0,28,161.0,56.0,15.0,96.0,40.3
28606,1,27,187.0,82.0,28.0,111.0,41.2
64538,0,63,173.0,72.0,25.0,107.0,40.9
49754,1,50,184.0,85.0,17.0,95.0,40.5
24330,1,26,185.0,80.0,18.0,96.0,40.7
46655,0,22,166.0,60.0,25.0,107.0,40.8
746,1,28,187.0,88.0,4.0,88.0,39.3
41626,0,20,155.0,54.0,2.0,82.0,37.9
20342,1,27,191.0,94.0,14.0,90.0,40.0
73027,0,59,149.0,50.0,28.0,107.0,40.5
10136,0,44,151.0,52.0,10.0,99.0,39.7
46198,0,34,161.0,56.0,26.0,115.0,40.7
4443,0,21,147.0,50.0,8.0,86.0,39.7
24565,0,57,156.0,62.0,5.0,85.0,39.0
11764,0,24,169.0,63.0,28.0,109.0,40.9
66555,0,32,152.0,52.0,15.0,97.0,40.0
34323,0,21,158.0,54.0,4.0,88.0,38.9
37970,1,52,184.0,91.0,25.0,99.0,40.7
6745,1,70,187.0,90.0,4.0,79.0,39.0
30478,0,21,147.0,49.0,9.0,79.0,39.7
22707,0,28,157.0,56.0,11.0,96.0,39.9
24132,0,54,164.0,68.0,5.0,85.0,39.0
47088,0,29,147.0,52.0,10.0,91.0,39.3
43680,0,48,158.0,54.0,10.0,95.0,40.4
4412,0,53,171.0,70.0,20.0,102.0,40.4
2130,1,71,194.0,97.0,27.0,108.0,40.9
74146,1,51,179.0,74.0,13.0,93.0,40.1
61789,0,44,169.0,65.0,3.0,94.0,38.6
43231,0,32,171.0,78.0,23.0,94.0,40.8
50132,0,25,170.0,69.0,17.0,89.0,40.1
55034,1,65,196.0,96.0,7.0,86.0,39.2
19100,1,29,177.0,82.0,21.0,98.0,40.5
40679,1,68,169.0,73.0,13.0,91.0,40.2
43398,0,43,157.0,60.0,25.0,107.0,40.5
15353,1,26,180.0,89.0,26.0,104.0,40.7
50045,0,20,164.0,65.0,12.0,93.0,39.8
4545,0,51,168.0,66.0,19.0,103.0,40.7
58299,0,48,161.0,64.0,12.0,95.0,39.8
26718,0,72,170.0,68.0,15.0,94.0,40.1
5081,0,20,152.0,53.0,5.0,89.0,39.0
60384,0,36,167.0,65.0,23.0,106.0,40.6
68078,1,55,170.0,77.0,4.0,89.0,38.5
22471,0,55,180.0,78.0,18.0,92.0,40.2
74079,1,26,176.0,82.0,14.0,97.0,40.2
61149,0,45,146.0,50.0,25.0,104.0,41.0
62741,0,28,159.0,58.0,11.0,90.0,39.8
38543,1,32,192.0,96.0,2.0,87.0,38.3
26354,1,72,191.0,96.0,25.0,105.0,41.1
33506,1,42,182.0,88.0,8.0,88.0,39.9
6992,0,25,148.0,54.0,21.0,105.0,40.7
709,0,45,174.0,70.0,16.0,101.0,40.4
56602,0,64,153.0,54.0,25.0,107.0,40.6
